ID,Name,Team,Score,Matches_Played,Goals,Assists,Yellow_Cards,Red_Cards
580,Player 1,Team 1,0,1,0,1,0,0
581,Player 2,Team 2,1,2,1,2,1,1
582,Player 3,Team 3,2,3,2,0,0,0
583,Player 4,Team 4,3,4,3,1,1,1
584,Player 5,Team 5,4,5,4,2,0,0
585,Player 6,Team 1,5,6,0,0,1,1
586,Player 7,Team 2,6,7,1,1,0,0
587,Player 8,Team 3,7,8,2,2,1,1
588,Player 9,Team 4,8,9,3,0,0,0
589,Player 10,Team 5,9,10,4,1,1,1
590,Player 1,Team 1,10,1,0,2,0,0
591,Player 2,Team 2,11,2,1,0,1,1
592,Player 3,Team 3,12,3,2,1,0,0
593,Player 4,Team 4,13,4,3,2,1,1
594,Player 5,Team 5,14,5,4,0,0,0
595,Player 6,Team 1,15,6,0,1,1,1
596,Player 7,Team 2,16,7,1,2,0,0
597,Player 8,Team 3,17,8,2,0,1,1
598,Player 9,Team 4,18,9,3,1,0,0
599,Player 10,Team 5,19,10,4,2,1,1
600,Player 1,Team 1,0,1,0,0,0,0
601,Player 2,Team 2,1,2,1,1,1,1
602,Player 3,Team 3,2,3,2,2,0,0
603,Player 4,Team 4,3,4,3,0,1,1
604,Player 5,Team 5,4,5,4,1,0,0
605,Player 6,Team 1,5,6,0,2,1,1
606,Player 7,Team 2,6,7,1,0,0,0
607,Player 8,Team 3,7,8,2,1,1,1
608,Player 9,Team 4,8,9,3,2,0,0
609,Player 10,Team 5,9,10,4,0,1,1
610,Player 1,Team 1,10,1,0,1,0,0
611,Player 2,Team 2,11,2,1,2,1,1
612,Player 3,Team 3,12,3,2,0,0,0
613,Player 4,Team 4,13,4,3,1,1,1
614,Player 5,Team 5,14,5,4,2,0,0
615,Player 6,Team 1,15,6,0,0,1,1
616,Player 7,Team 2,16,7,1,1,0,0
617,Player 8,Team 3,17,8,2,2,1,1
618,Player 9,Team 4,18,9,3,0,0,0
619,Player 10,Team 5,19,10,4,1,1,1
620,Player 1,Team 1,0,1,0,2,0,0
621,Player 2,Team 2,1,2,1,0,1,1
622,Player 3,Team 3,2,3,2,1,0,0
623,Player 4,Team 4,3,4,3,2,1,1
624,Player 5,Team 5,4,5,4,0,0,0
625,Player 6,Team 1,5,6,0,1,1,1
626,Player 7,Team 2,6,7,1,2,0,0
627,Player 8,Team 3,7,8,2,0,1,1
628,Player 9,Team 4,8,9,3,1,0,0
629,Player 10,Team 5,9,10,4,2,1,1
630,Player 1,Team 1,10,1,0,0,0,0
631,Player 2,Team 2,11,2,1,1,1,1
632,Player 3,Team 3,12,3,2,2,0,0
633,Player 4,Team 4,13,4,3,0,1,1
634,Player 5,Team 5,14,5,4,1,0,0
635,Player 6,Team 1,15,6,0,2,1,1
636,Player 7,Team 2,16,7,1,0,0,0
637,Player 8,Team 3,17,8,2,1,1,1
638,Player 9,Team 4,18,9,3,2,0,0
639,Player 10,Team 5,19,10,4,0,1,1
640,Player 1,Team 1,0,1,0,1,0,0
641,Player 2,Team 2,1,2,1,2,1,1
642,Player 3,Team 3,2,3,2,0,0,0
643,Player 4,Team 4,3,4,3,1,1,1
644,Player 5,Team 5,4,5,4,2,0,0
645,Player 6,Team 1,5,6,0,0,1,1
646,Player 7,Team 2,6,7,1,1,0,0
647,Player 8,Team 3,7,8,2,2,1,1
648,Player 9,Team 4,8,9,3,0,0,0
649,Player 10,Team 5,9,10,4,1,1,1
650,Player 1,Team 1,10,1,0,2,0,0
651,Player 2,Team 2,11,2,1,0,1,1
652,Player 3,Team 3,12,3,2,1,0,0
653,Player 4,Team 4,13,4,3,2,1,1
654,Player 5,Team 5,14,5,4,0,0,0
655,Player 6,Team 1,15,6,0,1,1,1
656,Player 7,Team 2,16,7,1,2,0,0
657,Player 8,Team 3,17,8,2,0,1,1
658,Player 9,Team 4,18,9,3,1,0,0
659,Player 10,Team 5,19,10,4,2,1,1
660,Player 1,Team 1,0,1,0,0,0,0
661,Player 2,Team 2,1,2,1,1,1,1
662,Player 3,Team 3,2,3,2,2,0,0
663,Player 4,Team 4,3,4,3,0,1,1
664,Player 5,Team 5,4,5,4,1,0,0
665,Player 6,Team 1,5,6,0,2,1,1
666,Player 7,Team 2,6,7,1,0,0,0
667,Player 8,Team 3,7,8,2,1,1,1
668,Player 9,Team 4,8,9,3,2,0,0
669,Player 10,Team 5,9,10,4,0,1,1
670,Player 1,Team 1,10,1,0,1,0,0
671,Player 2,Team 2,11,2,1,2,1,1
672,Player 3,Team 3,12,3,2,0,0,0
673,Player 4,Team 4,13,4,3,1,1,1
674,Player 5,Team 5,14,5,4,2,0,0
675,Player 6,Team 1,15,6,0,0,1,1
676,Player 7,Team 2,16,7,1,1,0,0
677,Player 8,Team 3,17,8,2,2,1,1
678,Player 9,Team 4,18,9,3,0,0,0
679,Player 10,Team 5,19,10,4,1,1,1
680,Player 1,Team 1,0,1,0,2,0,0
681,Player 2,Team 2,1,2,1,0,1,1
682,Player 3,Team 3,2,3,2,1,0,0
683,Player 4,Team 4,3,4,3,2,1,1
684,Player 5,Team 5,4,5,4,0,0,0
685,Player 6,Team 1,5,6,0,1,1,1
686,Player 7,Team 2,6,7,1,2,0,0
687,Player 8,Team 3,7,8,2,0,1,1
688,Player 9,Team 4,8,9,3,1,0,0
689,Player 10,Team 5,9,10,4,2,1,1
690,Player 1,Team 1,10,1,0,0,0,0
691,Player 2,Team 2,11,2,1,1,1,1
692,Player 3,Team 3,12,3,2,2,0,0
693,Player 4,Team 4,13,4,3,0,1,1
694,Player 5,Team 5,14,5,4,1,0,0
695,Player 6,Team 1,15,6,0,2,1,1
696,Player 7,Team 2,16,7,1,0,0,0
697,Player 8,Team 3,17,8,2,1,1,1
698,Player 9,Team 4,18,9,3,2,0,0
699,Player 10,Team 5,19,10,4,0,1,1
700,Player 1,Team 1,0,1,0,1,0,0
701,Player 2,Team 2,1,2,1,2,1,1
702,Player 3,Team 3,2,3,2,0,0,0
703,Player 4,Team 4,3,4,3,1,1,1
704,Player 5,Team 5,4,5,4,2,0,0
705,Player 6,Team 1,5,6,0,0,1,1
706,Player 7,Team 2,6,7,1,1,0,0
707,Player 8,Team 3,7,8,2,2,1,1
708,Player 9,Team 4,8,9,3,0,0,0
709,Player 10,Team 5,9,10,4,1,1,1
710,Player 1,Team 1,10,1,0,2,0,0
711,Player 2,Team 2,11,2,1,0,1,1
712,Player 3,Team 3,12,3,2,1,0,0
713,Player 4,Team 4,13,4,3,2,1,1
714,Player 5,Team 5,14,5,4,0,0,0
715,Player 6,Team 1,15,6,0,1,1,1
716,Player 7,Team 2,16,7,1,2,0,0
717,Player 8,Team 3,17,8,2,0,1,1
718,Player 9,Team 4,18,9,3,1,0,0
719,Player 10,Team 5,19,10,4,2,1,1
720,Player 1,Team 1,0,1,0,0,0,0
721,Player 2,Team 2,1,2,1,1,1,1
722,Player 3,Team 3,2,3,2,2,0,0
723,Player 4,Team 4,3,4,3,0,1,1
724,Player 5,Team 5,4,5,4,1,0,0
725,Player 6,Team 1,5,6,0,2,1,1
726,Player 7,Team 2,6,7,1,0,0,0
727,Player 8,Team 3,7,8,2,1,1,1
728,Player 9,Team 4,8,9,3,2,0,0
729,Player 10,Team 5,9,10,4,0,1,1
730,Player 1,Team 1,10,1,0,1,0,0
731,Player 2,Team 2,11,2,1,2,1,1
732,Player 3,Team 3,12,3,2,0,0,0
733,Player 4,Team 4,13,4,3,1,1,1
734,Player 5,Team 5,14,5,4,2,0,0
735,Player 6,Team 1,15,6,0,0,1,1
736,Player 7,Team 2,16,7,1,1,0,0
737,Player 8,Team 3,17,8,2,2,1,1
738,Player 9,Team 4,18,9,3,0,0,0
739,Player 10,Team 5,19,10,4,1,1,1
740,Player 1,Team 1,0,1,0,2,0,0
741,Player 2,Team 2,1,2,1,0,1,1
742,Player 3,Team 3,2,3,2,1,0,0
743,Player 4,Team 4,3,4,3,2,1,1
744,Player 5,Team 5,4,5,4,0,0,0
745,Player 6,Team 1,5,6,0,1,1,1
746,Player 7,Team 2,6,7,1,2,0,0
747,Player 8,Team 3,7,8,2,0,1,1
748,Player 9,Team 4,8,9,3,1,0,0
749,Player 10,Team 5,9,10,4,2,1,1
750,Player 1,Team 1,10,1,0,0,0,0
751,Player 2,Team 2,11,2,1,1,1,1
752,Player 3,Team 3,12,3,2,2,0,0
753,Player 4,Team 4,13,4,3,0,1,1
754,Player 5,Team 5,14,5,4,1,0,0
755,Player 6,Team 1,15,6,0,2,1,1
756,Player 7,Team 2,16,7,1,0,0,0
757,Player 8,Team 3,17,8,2,1,1,1
758,Player 9,Team 4,18,9,3,2,0,0
759,Player 10,Team 5,19,10,4,0,1,1
760,Player 1,Team 1,0,1,0,1,0,0
761,Player 2,Team 2,1,2,1,2,1,1
762,Player 3,Team 3,2,3,2,0,0,0
763,Player 4,Team 4,3,4,3,1,1,1
764,Player 5,Team 5,4,5,4,2,0,0
765,Player 6,Team 1,5,6,0,0,1,1
766,Player 7,Team 2,6,7,1,1,0,0
767,Player 8,Team 3,7,8,2,2,1,1
768,Player 9,Team 4,8,9,3,0,0,0
769,Player 10,Team 5,9,10,4,1,1,1
770,Player 1,Team 1,10,1,0,2,0,0
771,Player 2,Team 2,11,2,1,0,1,1
772,Player 3,Team 3,12,3,2,1,0,0
773,Player 4,Team 4,13,4,3,2,1,1
774,Player 5,Team 5,14,5,4,0,0,0
775,Player 6,Team 1,15,6,0,1,1,1
776,Player 7,Team 2,16,7,1,2,0,0
777,Player 8,Team 3,17,8,2,0,1,1
778,Player 9,Team 4,18,9,3,1,0,0
779,Player 10,Team 5,19,10,4,2,1,1
780,Player 1,Team 1,0,1,0,0,0,0
781,Player 2,Team 2,1,2,1,1,1,1
782,Player 3,Team 3,2,3,2,2,0,0
783,Player 4,Team 4,3,4,3,0,1,1
784,Player 5,Team 5,4,5,4,1,0,0
785,Player 6,Team 1,5,6,0,2,1,1
786,Player 7,Team 2,6,7,1,0,0,0
787,Player 8,Team 3,7,8,2,1,1,1
788,Player 9,Team 4,8,9,3,2,0,0
789,Player 10,Team 5,9,10,4,0,1,1
790,Player 1,Team 1,10,1,0,1,0,0
791,Player 2,Team 2,11,2,1,2,1,1
792,Player 3,Team 3,12,3,2,0,0,0
793,Player 4,Team 4,13,4,3,1,1,1
794,Player 5,Team 5,14,5,4,2,0,0
795,Player 6,Team 1,15,6,0,0,1,1
796,Player 7,Team 2,16,7,1,1,0,0
797,Player 8,Team 3,17,8,2,2,1,1
798,Player 9,Team 4,18,9,3,0,0,0
799,Player 10,Team 5,19,10,4,1,1,1
800,Player 1,Team 1,0,1,0,2,0,0
801,Player 2,Team 2,1,2,1,0,1,1
802,Player 3,Team 3,2,3,2,1,0,0
803,Player 4,Team 4,3,4,3,2,1,1
804,Player 5,Team 5,4,5,4,0,0,0
805,Player 6,Team 1,5,6,0,1,1,1
806,Player 7,Team 2,6,7,1,2,0,0
807,Player 8,Team 3,7,8,2,0,1,1
808,Player 9,Team 4,8,9,3,1,0,0
809,Player 10,Team 5,9,10,4,2,1,1
810,Player 1,Team 1,10,1,0,0,0,0
811,Player 2,Team 2,11,2,1,1,1,1
812,Player 3,Team 3,12,3,2,2,0,0
813,Player 4,Team 4,13,4,3,0,1,1
814,Player 5,Team 5,14,5,4,1,0,0
815,Player 6,Team 1,15,6,0,2,1,1
816,Player 7,Team 2,16,7,1,0,0,0
817,Player 8,Team 3,17,8,2,1,1,1
818,Player 9,Team 4,18,9,3,2,0,0
819,Player 10,Team 5,19,10,4,0,1,1
820,Player 1,Team 1,0,1,0,1,0,0
821,Player 2,Team 2,1,2,1,2,1,1
822,Player 3,Team 3,2,3,2,0,0,0
823,Player 4,Team 4,3,4,3,1,1,1
824,Player 5,Team 5,4,5,4,2,0,0
825,Player 6,Team 1,5,6,0,0,1,1
826,Player 7,Team 2,6,7,1,1,0,0
827,Player 8,Team 3,7,8,2,2,1,1
828,Player 9,Team 4,8,9,3,0,0,0
829,Player 10,Team 5,9,10,4,1,1,1
830,Player 1,Team 1,10,1,0,2,0,0
831,Player 2,Team 2,11,2,1,0,1,1
832,Player 3,Team 3,12,3,2,1,0,0
833,Player 4,Team 4,13,4,3,2,1,1
834,Player 5,Team 5,14,5,4,0,0,0
835,Player 6,Team 1,15,6,0,1,1,1
836,Player 7,Team 2,16,7,1,2,0,0
837,Player 8,Team 3,17,8,2,0,1,1
838,Player 9,Team 4,18,9,3,1,0,0
839,Player 10,Team 5,19,10,4,2,1,1
840,Player 1,Team 1,0,1,0,0,0,0
841,Player 2,Team 2,1,2,1,1,1,1
842,Player 3,Team 3,2,3,2,2,0,0
843,Player 4,Team 4,3,4,3,0,1,1
844,Player 5,Team 5,4,5,4,1,0,0
845,Player 6,Team 1,5,6,0,2,1,1
846,Player 7,Team 2,6,7,1,0,0,0
847,Player 8,Team 3,7,8,2,1,1,1
848,Player 9,Team 4,8,9,3,2,0,0
849,Player 10,Team 5,9,10,4,0,1,1
850,Player 1,Team 1,10,1,0,1,0,0
851,Player 2,Team 2,11,2,1,2,1,1
852,Player 3,Team 3,12,3,2,0,0,0
853,Player 4,Team 4,13,4,3,1,1,1
854,Player 5,Team 5,14,5,4,2,0,0
855,Player 6,Team 1,15,6,0,0,1,1
856,Player 7,Team 2,16,7,1,1,0,0
857,Player 8,Team 3,17,8,2,2,1,1
858,Player 9,Team 4,18,9,3,0,0,0
859,Player 10,Team 5,19,10,4,1,1,1
860,Player 1,Team 1,0,1,0,2,0,0
861,Player 2,Team 2,1,2,1,0,1,1
862,Player 3,Team 3,2,3,2,1,0,0
863,Player 4,Team 4,3,4,3,2,1,1
864,Player 5,Team 5,4,5,4,0,0,0
865,Player 6,Team 1,5,6,0,1,1,1
866,Player 7,Team 2,6,7,1,2,0,0
867,Player 8,Team 3,7,8,2,0,1,1
868,Player 9,Team 4,8,9,3,1,0,0
869,Player 10,Team 5,9,10,4,2,1,1
870,Player 1,Team 1,10,1,0,0,0,0
871,Player 2,Team 2,11,2,1,1,1,1
872,Player 3,Team 3,12,3,2,2,0,0
873,Player 4,Team 4,13,4,3,0,1,1
874,Player 5,Team 5,14,5,4,1,0,0
875,Player 6,Team 1,15,6,0,2,1,1
876,Player 7,Team 2,16,7,1,0,0,0
877,Player 8,Team 3,17,8,2,1,1,1
878,Player 9,Team 4,18,9,3,2,0,0
879,Player 10,Team 5,19,10,4,0,1,1
880,Player 1,Team 1,0,1,0,1,0,0
881,Player 2,Team 2,1,2,1,2,1,1
882,Player 3,Team 3,2,3,2,0,0,0
883,Player 4,Team 4,3,4,3,1,1,1
884,Player 5,Team 5,4,5,4,2,0,0
885,Player 6,Team 1,5,6,0,0,1,1
886,Player 7,Team 2,6,7,1,1,0,0
887,Player 8,Team 3,7,8,2,2,1,1
888,Player 9,Team 4,8,9,3,0,0,0
889,Player 10,Team 5,9,10,4,1,1,1
890,Player 1,Team 1,10,1,0,2,0,0
891,Player 2,Team 2,11,2,1,0,1,1
892,Player 3,Team 3,12,3,2,1,0,0
893,Player 4,Team 4,13,4,3,2,1,1
894,Player 5,Team 5,14,5,4,0,0,0
895,Player 6,Team 1,15,6,0,1,1,1
896,Player 7,Team 2,16,7,1,2,0,0
897,Player 8,Team 3,17,8,2,0,1,1
898,Player 9,Team 4,18,9,3,1,0,0
899,Player 10,Team 5,19,10,4,2,1,1
900,Player 1,Team 1,0,1,0,0,0,0
901,Player 2,Team 2,1,2,1,1,1,1
902,Player 3,Team 3,2,3,2,2,0,0
903,Player 4,Team 4,3,4,3,0,1,1
904,Player 5,Team 5,4,5,4,1,0,0
905,Player 6,Team 1,5,6,0,2,1,1
906,Player 7,Team 2,6,7,1,0,0,0
907,Player 8,Team 3,7,8,2,1,1,1
908,Player 9,Team 4,8,9,3,2,0,0
909,Player 10,Team 5,9,10,4,0,1,1
910,Player 1,Team 1,10,1,0,1,0,0
911,Player 2,Team 2,11,2,1,2,1,1
912,Player 3,Team 3,12,3,2,0,0,0
913,Player 4,Team 4,13,4,3,1,1,1
914,Player 5,Team 5,14,5,4,2,0,0
915,Player 6,Team 1,15,6,0,0,1,1
916,Player 7,Team 2,16,7,1,1,0,0
917,Player 8,Team 3,17,8,2,2,1,1
918,Player 9,Team 4,18,9,3,0,0,0
919,Player 10,Team 5,19,10,4,1,1,1
920,Player 1,Team 1,0,1,0,2,0,0
921,Player 2,Team 2,1,2,1,0,1,1
922,Player 3,Team 3,2,3,2,1,0,0
923,Player 4,Team 4,3,4,3,2,1,1
924,Player 5,Team 5,4,5,4,0,0,0
925,Player 6,Team 1,5,6,0,1,1,1
926,Player 7,Team 2,6,7,1,2,0,0
927,Player 8,Team 3,7,8,2,0,1,1
928,Player 9,Team 4,8,9,3,1,0,0
929,Player 10,Team 5,9,10,4,2,1,1
930,Player 1,Team 1,10,1,0,0,0,0
931,Player 2,Team 2,11,2,1,1,1,1
932,Player 3,Team 3,12,3,2,2,0,0
933,Player 4,Team 4,13,4,3,0,1,1
934,Player 5,Team 5,14,5,4,1,0,0
935,Player 6,Team 1,15,6,0,2,1,1
936,Player 7,Team 2,16,7,1,0,0,0
937,Player 8,Team 3,17,8,2,1,1,1
938,Player 9,Team 4,18,9,3,2,0,0
939,Player 10,Team 5,19,10,4,0,1,1
940,Player 1,Team 1,0,1,0,1,0,0
941,Player 2,Team 2,1,2,1,2,1,1
942,Player 3,Team 3,2,3,2,0,0,0
943,Player 4,Team 4,3,4,3,1,1,1
944,Player 5,Team 5,4,5,4,2,0,0
945,Player 6,Team 1,5,6,0,0,1,1
946,Player 7,Team 2,6,7,1,1,0,0
947,Player 8,Team 3,7,8,2,2,1,1
948,Player 9,Team 4,8,9,3,0,0,0
949,Player 10,Team 5,9,10,4,1,1,1
950,Player 1,Team 1,10,1,0,2,0,0
951,Player 2,Team 2,11,2,1,0,1,1
952,Player 3,Team 3,12,3,2,1,0,0
953,Player 4,Team 4,13,4,3,2,1,1
954,Player 5,Team 5,14,5,4,0,0,0
955,Player 6,Team 1,15,6,0,1,1,1
956,Player 7,Team 2,16,7,1,2,0,0
957,Player 8,Team 3,17,8,2,0,1,1
958,Player 9,Team 4,18,9,3,1,0,0
959,Player 10,Team 5,19,10,4,2,1,1
960,Player 1,Team 1,0,1,0,0,0,0
961,Player 2,Team 2,1,2,1,1,1,1
962,Player 3,Team 3,2,3,2,2,0,0
963,Player 4,Team 4,3,4,3,0,1,1
964,Player 5,Team 5,4,5,4,1,0,0
965,Player 6,Team 1,5,6,0,2,1,1
966,Player 7,Team 2,6,7,1,0,0,0
967,Player 8,Team 3,7,8,2,1,1,1
968,Player 9,Team 4,8,9,3,2,0,0
969,Player 10,Team 5,9,10,4,0,1,1
970,Player 1,Team 1,10,1,0,1,0,0
971,Player 2,Team 2,11,2,1,2,1,1
972,Player 3,Team 3,12,3,2,0,0,0
973,Player 4,Team 4,13,4,3,1,1,1
974,Player 5,Team 5,14,5,4,2,0,0
975,Player 6,Team 1,15,6,0,0,1,1
976,Player 7,Team 2,16,7,1,1,0,0
977,Player 8,Team 3,17,8,2,2,1,1
978,Player 9,Team 4,18,9,3,0,0,0
979,Player 10,Team 5,19,10,4,1,1,1
980,Player 1,Team 1,0,1,0,2,0,0
981,Player 2,Team 2,1,2,1,0,1,1
982,Player 3,Team 3,2,3,2,1,0,0
983,Player 4,Team 4,3,4,3,2,1,1
984,Player 5,Team 5,4,5,4,0,0,0
985,Player 6,Team 1,5,6,0,1,1,1
986,Player 7,Team 2,6,7,1,2,0,0
987,Player 8,Team 3,7,8,2,0,1,1
988,Player 9,Team 4,8,9,3,1,0,0
989,Player 10,Team 5,9,10,4,2,1,1
990,Player 1,Team 1,10,1,0,0,0,0
991,Player 2,Team 2,11,2,1,1,1,1
992,Player 3,Team 3,12,3,2,2,0,0
993,Player 4,Team 4,13,4,3,0,1,1
994,Player 5,Team 5,14,5,4,1,0,0
995,Player 6,Team 1,15,6,0,2,1,1
996,Player 7,Team 2,16,7,1,0,0,0
997,Player 8,Team 3,17,8,2,1,1,1
998,Player 9,Team 4,18,9,3,2,0,0
999,Player 10,Team 5,19,10,4,0,1,1
1000,Player 1,Team 1,0,1,0,1,0,0
1001,Player 2,Team 2,1,2,1,2,1,1
1002,Player 3,Team 3,2,3,2,0,0,0
1003,Player 4,Team 4,3,4,3,1,1,1
1004,Player 5,Team 5,4,5,4,2,0,0
1005,Player 6,Team 1,5,6,0,0,1,1
1006,Player 7,Team 2,6,7,1,1,0,0
1007,Player 8,Team 3,7,8,2,2,1,1
1008,Player 9,Team 4,8,9,3,0,0,0
1009,Player 10,Team 5,9,10,4,1,1,1
1010,Player 1,Team 1,10,1,0,2,0,0
1011,Player 2,Team 2,11,2,1,0,1,1
1012,Player 3,Team 3,12,3,2,1,0,0
1013,Player 4,Team 4,13,4,3,2,1,1
1014,Player 5,Team 5,14,5,4,0,0,0
1015,Player 6,Team 1,15,6,0,1,1,1
1016,Player 7,Team 2,16,7,1,2,0,0
1017,Player 8,Team 3,17,8,2,0,1,1
1018,Player 9,Team 4,18,9,3,1,0,0
1019,Player 10,Team 5,19,10,4,2,1,1
1020,Player 1,Team 1,0,1,0,0,0,0
1021,Player 2,Team 2,1,2,1,1,1,1
1022,Player 3,Team 3,2,3,2,2,0,0
1023,Player 4,Team 4,3,4,3,0,1,1
1024,Player 5,Team 5,4,5,4,1,0,0
1025,Player 6,Team 1,5,6,0,2,1,1
1026,Player 7,Team 2,6,7,1,0,0,0
1027,Player 8,Team 3,7,8,2,1,1,1
1028,Player 9,Team 4,8,9,3,2,0,0
1029,Player 10,Team 5,9,10,4,0,1,1
1030,Player 1,Team 1,10,1,0,1,0,0
1031,Player 2,Team 2,11,2,1,2,1,1
1032,Player 3,Team 3,12,3,2,0,0,0
1033,Player 4,Team 4,13,4,3,1,1,1
1034,Player 5,Team 5,14,5,4,2,0,0
1035,Player 6,Team 1,15,6,0,0,1,1
1036,Player 7,Team 2,16,7,1,1,0,0
1037,Player 8,Team 3,17,8,2,2,1,1
1038,Player 9,Team 4,18,9,3,0,0,0
1039,Player 10,Team 5,19,10,4,1,1,1
1040,Player 1,Team 1,0,1,0,2,0,0
1041,Player 2,Team 2,1,2,1,0,1,1
1042,Player 3,Team 3,2,3,2,1,0,0
1043,Player 4,Team 4,3,4,3,2,1,1
1044,Player 5,Team 5,4,5,4,0,0,0
1045,Player 6,Team 1,5,6,0,1,1,1
1046,Player 7,Team 2,6,7,1,2,0,0
1047,Player 8,Team 3,7,8,2,0,1,1
1048,Player 9,Team 4,8,9,3,1,0,0
1049,Player 10,Team 5,9,10,4,2,1,1
1050,Player 1,Team 1,10,1,0,0,0,0
1051,Player 2,Team 2,11,2,1,1,1,1
1052,Player 3,Team 3,12,3,2,2,0,0
1053,Player 4,Team 4,13,4,3,0,1,1
1054,Player 5,Team 5,14,5,4,1,0,0
1055,Player 6,Team 1,15,6,0,2,1,1
1056,Player 7,Team 2,16,7,1,0,0,0
1057,Player 8,Team 3,17,8,2,1,1,1
1058,Player 9,Team 4,18,9,3,2,0,0
1059,Player 10,Team 5,19,10,4,0,1,1
1060,Player 1,Team 1,0,1,0,1,0,0
1061,Player 2,Team 2,1,2,1,2,1,1
1062,Player 3,Team 3,2,3,2,0,0,0
1063,Player 4,Team 4,3,4,3,1,1,1
1064,Player 5,Team 5,4,5,4,2,0,0
1065,Player 6,Team 1,5,6,0,0,1,1
1066,Player 7,Team 2,6,7,1,1,0,0
1067,Player 8,Team 3,7,8,2,2,1,1
1068,Player 9,Team 4,8,9,3,0,0,0
1069,Player 10,Team 5,9,10,4,1,1,1
1070,Player 1,Team 1,10,1,0,2,0,0
1071,Player 2,Team 2,11,2,1,0,1,1
1072,Player 3,Team 3,12,3,2,1,0,0
1073,Player 4,Team 4,13,4,3,2,1,1
1074,Player 5,Team 5,14,5,4,0,0,0
1075,Player 6,Team 1,15,6,0,1,1,1
1076,Player 7,Team 2,16,7,1,2,0,0
1077,Player 8,Team 3,17,8,2,0,1,1
1078,Player 9,Team 4,18,9,3,1,0,0
1079,Player 10,Team 5,19,10,4,2,1,1
1080,Player 1,Team 1,0,1,0,0,0,0
1081,Player 2,Team 2,1,2,1,1,1,1
1082,Player 3,Team 3,2,3,2,2,0,0
1083,Player 4,Team 4,3,4,3,0,1,1
1084,Player 5,Team 5,4,5,4,1,0,0
1085,Player 6,Team 1,5,6,0,2,1,1
1086,Player 7,Team 2,6,7,1,0,0,0
1087,Player 8,Team 3,7,8,2,1,1,1
1088,Player 9,Team 4,8,9,3,2,0,0
1089,Player 10,Team 5,9,10,4,0,1,1
1090,Player 1,Team 1,10,1,0,1,0,0
1091,Player 2,Team 2,11,2,1,2,1,1
1092,Player 3,Team 3,12,3,2,0,0,0
1093,Player 4,Team 4,13,4,3,1,1,1
1094,Player 5,Team 5,14,5,4,2,0,0
1095,Player 6,Team 1,15,6,0,0,1,1
1096,Player 7,Team 2,16,7,1,1,0,0
1097,Player 8,Team 3,17,8,2,2,1,1
1098,Player 9,Team 4,18,9,3,0,0,0
1099,Player 10,Team 5,19,10,4,1,1,1
1100,Player 1,Team 1,0,1,0,2,0,0
1101,Player 2,Team 2,1,2,1,0,1,1
1102,Player 3,Team 3,2,3,2,1,0,0
1103,Player 4,Team 4,3,4,3,2,1,1
1104,Player 5,Team 5,4,5,4,0,0,0
1105,Player 6,Team 1,5,6,0,1,1,1
1106,Player 7,Team 2,6,7,1,2,0,0
1107,Player 8,Team 3,7,8,2,0,1,1
1108,Player 9,Team 4,8,9,3,1,0,0
1109,Player 10,Team 5,9,10,4,2,1,1
1110,Player 1,Team 1,10,1,0,0,0,0
1111,Player 2,Team 2,11,2,1,1,1,1
1112,Player 3,Team 3,12,3,2,2,0,0
1113,Player 4,Team 4,13,4,3,0,1,1
1114,Player 5,Team 5,14,5,4,1,0,0
1115,Player 6,Team 1,15,6,0,2,1,1
1116,Player 7,Team 2,16,7,1,0,0,0
1117,Player 8,Team 3,17,8,2,1,1,1
1118,Player 9,Team 4,18,9,3,2,0,0
1119,Player 10,Team 5,19,10,4,0,1,1
1120,Player 1,Team 1,0,1,0,1,0,0
1121,Player 2,Team 2,1,2,1,2,1,1
1122,Player 3,Team 3,2,3,2,0,0,0
1123,Player 4,Team 4,3,4,3,1,1,1
1124,Player 5,Team 5,4,5,4,2,0,0
1125,Player 6,Team 1,5,6,0,0,1,1
1126,Player 7,Team 2,6,7,1,1,0,0
1127,Player 8,Team 3,7,8,2,2,1,1
1128,Player 9,Team 4,8,9,3,0,0,0
1129,Player 10,Team 5,9,10,4,1,1,1
1130,Player 1,Team 1,10,1,0,2,0,0
1131,Player 2,Team 2,11,2,1,0,1,1
1132,Player 3,Team 3,12,3,2,1,0,0
1133,Player 4,Team 4,13,4,3,2,1,1
1134,Player 5,Team 5,14,5,4,0,0,0
1135,Player 6,Team 1,15,6,0,1,1,1
1136,Player 7,Team 2,16,7,1,2,0,0
1137,Player 8,Team 3,17,8,2,0,1,1
1138,Player 9,Team 4,18,9,3,1,0,0
1139,Player 10,Team 5,19,10,4,2,1,1
1140,Player 1,Team 1,0,1,0,0,0,0
1141,Player 2,Team 2,1,2,1,1,1,1
1142,Player 3,Team 3,2,3,2,2,0,0
1143,Player 4,Team 4,3,4,3,0,1,1
1144,Player 5,Team 5,4,5,4,1,0,0
1145,Player 6,Team 1,5,6,0,2,1,1
1146,Player 7,Team 2,6,7,1,0,0,0
1147,Player 8,Team 3,7,8,2,1,1,1
1148,Player 9,Team 4,8,9,3,2,0,0
1149,Player 10,Team 5,9,10,4,0,1,1
1150,Player 1,Team 1,10,1,0,1,0,0
1151,Player 2,Team 2,11,2,1,2,1,1
1152,Player 3,Team 3,12,3,2,0,0,0
1153,Player 4,Team 4,13,4,3,1,1,1
1154,Player 5,Team 5,14,5,4,2,0,0
